title	firstname	middlename	lastname	name_suffix	nickname	bioguide_id	party	state	district	in_office	gender	phone	fax	website	webform	congress_office	votesmart_id	fec_id	govtrack_id	crp_id	twitter_id	congresspedia_url	youtube_url	facebook_id	official_rss	senate_class	birthdate	oc_email
Rep	Mark	S.	Critz			C001081	D	PA	12	0	M	202-225-2065	202-225-5974	http://critz.house.gov/	https://critz.house.gov/contact/email-me.shtml	1022 Longworth House Office Building	119481	H0PA12132	412386	N00032014		http://www.opencongress.org/wiki/Mark_Critz					1962-01-05	
Rep	Joe		Walsh			W000811	R	IL	8	0	M	202-225-3711	202-225-7830	http://walsh.house.gov/	https://walsh.house.gov/contact-me	432 Cannon House Office Building	116545	H0IL08090	412424	N00004723		http://www.opencongress.org/wiki/Joe_Walsh_%28Illinois%29					1961-12-27	
Rep	Blake		Farenthold			F000460	R	TX	27	1	M	202-225-7742	202-226-1134	http://farenthold.house.gov		2331 Rayburn House Office Building	116919	H0TX27061	412482	N00031672	Farenthold	http://www.opencongress.org/wiki/Blake_Farenthold	http://youtube.com/BlakeFarenthold	BlakeFarenthold			1961-12-12	Rep.Farenthold@opencongress.org
Rep	Anthony		Brown			B001304	D	MD	4	1	M	202-225-8699		https://anthonybrown.house.gov		1505 Longworth House Office Building	19344	H6MD04209	412707	N00036999	RepAnthonyBrown		http://youtube.com/RepAnthonyBrown				1961-11-21	Rep.Anthonybrown@opencongress.org
Sen	Patrick	J.	Toomey		Pat	T000461	R	PA	Junior Seat	1	M	202-224-4254	202-228-0284	https://www.toomey.senate.gov	https://www.toomey.senate.gov/?p=contact	248 Russell Senate Office Building	24096	S4PA00121	400408	N00001489	SenToomey	http://www.opencongress.org/wiki/Pat_Toomey	http://youtube.com/sentoomey	senatortoomey		III	1961-11-17	Sen.Toomey@opencongress.org
Rep	Joseph	J.	Heck			H001055	R	NV	3	0	M	202-225-3252	202- 225-2185	https://heck.house.gov	https://heck.house.gov/contact-me	132 Cannon House Office Building	44082	H0NV03058	412446	N00031244		http://www.opencongress.org/wiki/Joe_Heck					1961-10-30	
Rep	Mary	Whitaker	Bono Mack			B001228	R	CA	45	0	F	202-225-5330	202-225-2961	http://bono.house.gov	http://www.house.gov/formbono/issue.htm	104 Cannon House Office Building	1434	H8CA44034	400039	N00007068		http://www.opencongress.org/wiki/Mary_Bono_Mack					1961-10-24	
Rep	Cheri		Bustos			B001286	D	IL	17	1	F	202-225-5905	309-786-3720	https://bustos.house.gov		1009 Longworth House Office Building	134964	H2IL17071	412537	N00033390	RepCheri		http://youtube.com/RepCheri	RepCheri			1961-10-17	Rep.Bustos@opencongress.org
Rep	A.	Donald	McEachin			M001200	D	VA	4	1	M	202-225-6365		https://mceachin.house.gov		314 Cannon House Office Building	8230	H6VA04061	412728	N00039327	RepMcEachin			RepMcEachin			1961-10-10	Rep.Mceachin@opencongress.org
Rep	Mark	H.	Schauer			S001178	D	MI	7	0	M			http://schauer.house.gov			12023	H8MI07096	412313	N00029327		http://www.opencongress.org/wiki/Mark_Schauer					1961-10-02	
Rep	Mario		Diaz-Balart			D000600	R	FL	25	1	M	202-225-4211	202-225-8576	http://mariodiazbalart.house.gov		440 Cannon House Office Building	24312	H2FL25018	400108	N00025337	MarioDB	http://www.opencongress.org/wiki/Mario_Diaz-Balart	http://youtube.com/MarioDiazBalart	mdiazbalart			1961-09-25	Rep.Mariodiazbalart@opencongress.org
Rep	Peter	J.	Roskam			R000580	R	IL	6	1	M	202-225-4561	202-225-1166	https://roskam.house.gov		2246 Rayburn House Office Building	6382	H6IL06117	412202	N00004719	PeterRoskam	http://www.opencongress.org/wiki/Peter_Roskam	http://youtube.com/RoskamIL06	PeterRoskam			1961-09-13	Rep.Roskam@opencongress.org
Rep	Clay		Higgins			H001077	R	LA	3	1	M	202-225-2031		https://clayhiggins.house.gov		1711 Longworth House Office Building	174484	H6LA03148	412705	N00039953	RepClayHiggins						1961-08-24	Rep.Clayhiggins@opencongress.org
Rep	Bradley	S.	Schneider			S001190	D	IL	10	1	M	202-225-4835	202-225-0837	https://schneider.house.gov		1432 Longworth House Office Building	134948	H2IL10068	412534	N00033101	repschneider		http://youtube.com/RepBradSchneider	CongressmanBradSchneider			1961-08-20	Rep.Schneider@opencongress.org
Sen	Barack		Obama			O000167	D	IL	Junior Seat	0	M			http://obama.senate.gov/			9490	S4IL00180	400629	N00009638		http://www.opencongress.org/wiki/Barack_Obama				III	1961-08-04	
Rep	Mike		Ross			R000573	D	AR	4	0	M	202-225-3772	202-225-1314	http://www.house.gov/ross	http://ross.house.gov/?sectionid=77&sectiontree=76,77	2436 Rayburn House Office Building	24571	H0AR04038	400345	N00009571		http://www.opencongress.org/wiki/Mike_Ross					1961-08-02	
Rep	David	N.	Cicilline			C001084	D	RI	1	1	M	202-225-4911	202-225-3290	http://cicilline.house.gov		2244 Rayburn House Office Building	7349	H0RI01073	412470	N00032019	RepCicilline	http://www.opencongress.org/wiki/David_Cicilline	http://youtube.com/RepDavidCicilline	CongressmanDavidCicilline			1961-07-15	Rep.Cicilline@opencongress.org
Rep	John		Moolenaar			M001194	R	MI	4	1	M	202-225-3561	202-225-9679	https://moolenaar.house.gov		117 Cannon House Office Building	37676	H4MI04126	412634	N00036275	RepMoolenaar			RepMoolenaar			1961-05-08	Rep.Moolenaar@opencongress.org
Rep	Paul		Mitchell			M001201	R	MI	10	1	M	202-225-2106		https://mitchell.house.gov		211 Cannon House Office Building	152464	H4MI04118	412710	N00036274	RepPaulMitchell			reppaulmitchell			1961-05-08	Rep.Mitchell@opencongress.org
Sen	David		Vitter			V000127	R	LA	Senior Seat	0	M	202-224-4623	202-228-5061	https://www.vitter.senate.gov	http://www.vitter.senate.gov/contact/email-senator-vitter	516 Hart Senate Office Building	4615	S4LA00057	400418	N00009659		http://www.opencongress.org/wiki/David_Vitter				III	1961-05-03	
Rep	Matthew	A.	Cartwright			C001090	D	PA	17	1	M	202-225-5546	570-341-1055	http://cartwright.house.gov		1034 Longworth House Office Building	136236	H2PA17079	412571	N00034128	RepCartwright			CongressmanMattCartwright			1961-05-01	Rep.Cartwright@opencongress.org
Rep	Juan		Vargas			V000130	D	CA	51	1	M	202-225-8045	202-225-9073	http://vargas.house.gov		1605 Longworth House Office Building	29100	H2CA50026	412522	N00007021	RepJuanVargas		http://youtube.com/RepJuanVargas	RepJuanVargas			1961-03-07	Rep.Vargas@opencongress.org
Rep	Tom		Emmer			E000294	R	MN	6	1	M	202-225-2331	202-225-6475	https://emmer.house.gov		315 Cannon House Office Building	38894	H4MN06087	412639	N00035440	RepTomEmmer		http://youtube.com/RepTomEmmer	reptomemmer			1961-03-03	Rep.Emmer@opencongress.org
Rep	James	Gresham	Barrett		J. Gresham	B001239	R	SC	3	0	M			http://www.house.gov/barrett			14577	H2SC03057	400016	N00013837		http://www.opencongress.org/wiki/J._Gresham_Barrett					1961-02-14	
Rep	Allen		West			W000807	R	FL	22	0	M	202-225-3026	202-225-8398	http://west.house.gov/		1708 Longworth House Office Building	124348	H8FL22038	412413	N00029131		http://www.opencongress.org/wiki/Allen_West					1961-02-07	
Rep	Claudia		Tenney			T000478	R	NY	22	1	F	202-225-3665		https://tenney.house.gov		512 Cannon House Office Building	127668	H4NY22051	412720	N00036351	RepTenney			RepClaudiaTenney			1961-02-04	Rep.Tenney@opencongress.org
Rep	Zachary	T.	Space		Zack	S001173	D	OH	18	0	M			http://space.house.gov			56847	H6OH18157	412229	N00027902		http://www.opencongress.org/wiki/Zachary_Space					1961-01-27	
Rep	Kevin		Cramer			C001096	R	ND	0	1	M	202-225-2611	202-226-0893	http://cramer.house.gov		1717 Longworth House Office Building	444	H0ND01026	412555	N00004614	RepKevinCramer		http://youtube.com/kevincramer	CongressmanKevinCramer			1961-01-21	Rep.Cramer@opencongress.org
Rep	Bill		Shuster			S001154	R	PA	9	1	M	202-225-2431	202-225-2486	https://shuster.house.gov		2079 Rayburn House Office Building	55693	H2PA09035	409888	N00013770	RepBillShuster	http://www.opencongress.org/wiki/Bill_Shuster	http://youtube.com/repshuster	Rep.Shuster			1961-01-10	Rep.Shuster@opencongress.org
Sen	John		Thune			T000250	R	SD	Senior Seat	1	M	202-224-2321	202-228-5429	https://www.thune.senate.gov	http://www.thune.senate.gov/public/index.cfm/contact	511 Dirksen Senate Office Building	398	S2SD00068	400546	N00004572	SenJohnThune	http://www.opencongress.org/wiki/John_Thune	http://youtube.com/johnthune			III	1961-01-07	Sen.Thune@opencongress.org
Rep	Robert		Wexler			W000314	D	FL	19	0	M			http://wexler.house.gov			882	H6FL19038	400430	N00002905		http://www.opencongress.org/wiki/Robert_Wexler					1961-01-02	
Rep	Mike		Bost			B001295	R	IL	12	1	M	202-225-5661	202-225-0285	https://bost.house.gov		1440 Longworth House Office Building		H4IL12060	412629	N00035420	RepBost			RepBost			1960-12-30	Rep.Bost@opencongress.org
Rep	Heather	A.	Wilson			W000789	R	NM	1	0	F			http://wilson.house.gov			22687	H8NM01174	400434	N00006546		http://www.opencongress.org/wiki/Heather_Wilson					1960-12-30	
Rep	Jeff	Lane	Fortenberry			F000449	R	NE	1	1	M	202-225-4806	202-225-5686	https://fortenberry.house.gov		1514 Longworth House Office Building	41929	H4NE01064	400640	N00026631	JeffFortenberry	http://www.opencongress.org/wiki/Jeff_Fortenberry	http://youtube.com/JeffFortenberry	jefffortenberry			1960-12-27	Rep.Fortenberry@opencongress.org
Rep	Mark		Takano			T000472	D	CA	41	1	M	202-225-2305	202-225-7018	https://takano.house.gov		1507 Longworth House Office Building	22337	H2CA43245	412520	N00006701	RepMarkTakano		http://youtube.com/RepMarkTakano	RepMarkTakano			1960-12-10	Rep.Takano@opencongress.org
Com	Luis	G.	Fortuño			F000452	R	PR	0	0	M			http://www.house.gov/fortuno			47567	H4PR00079	400662	N00026264		http://www.opencongress.org/wiki/Luis_Fortuno					1960-10-31	
Rep	Tom		MacArthur			M001193	R	NJ	3	1	M	202-225-4765	202-225-0778	https://macarthur.house.gov		506 Cannon House Office Building	152113	H4NJ03130	412643	N00036155	RepTomMacArthur			CongressmanTomMacArthur			1960-10-16	Rep.Macarthur@opencongress.org
Rep	Dave		Trott			T000475	R	MI	11	1	M	202-225-8171		https://trott.house.gov		1722 Longworth House Office Building	152477	H4MI11097	412636	N00035607	repdavetrott			RepDaveTrott			1960-10-16	Rep.Trott@opencongress.org
Rep	Vicky		Hartzler			H001053	R	MO	4	1	F	202-225-2876	202-225-0148	https://hartzler.house.gov		2235 Rayburn House Office Building	8783	H0MO04086	412444	N00031005	RepHartzler	http://www.opencongress.org/wiki/Vicky_Hartzler	http://youtube.com/repvickyhartzler	Congresswoman.Hartzler			1960-10-13	Rep.Hartzler@opencongress.org
Sen	Blanche	Lambert	Lincoln			L000035	D	AR	Senior Seat	0	F			http://lincoln.senate.gov/			26723	S8AR00112	300068	N00008092		http://www.opencongress.org/wiki/Blanche_Lincoln				III	1960-09-30	
Rep	Evan		Jenkins			J000297	R	WV	3	1	M	202-225-3452	202-225-9061	https://evanjenkins.house.gov		1609 Longworth House Office Building	8297	H4WV03070	412663	N00035531	RepEvanJenkins			RepEvanJenkins			1960-09-12	Rep.Evanjenkins@opencongress.org
Sen	Thom		Tillis			T000476	R	NC	Junior Seat	1	M	202-224-6342		https://www.tillis.senate.gov/public	https://www.tillis.senate.gov/public/index.cfm/email-me	185 Dirksen Senate Office Building	57717	S4NC00162	412668	N00035492	senthomtillis			SenatorThomTillis		II	1960-08-30	Sen.Tillis@opencongress.org
Rep	Susan	W.	Brooks			B001284	R	IN	5	1	F	202-225-2276	202-225-0016	http://susanwbrooks.house.gov		1030 Longworth House Office Building	135988	H2IN05082	412539	N00033495	SusanWBrooks		http://youtube.com/SusanWBrooks	congresswomansusanwbrooks			1960-08-25	Rep.Susanwbrooks@opencongress.org
Rep	Roger		Marshall			M001198	R	KS	1	1	M	202-225-2715		https://marshall.house.gov		312 Cannon House Office Building	172080	H6KS01179	412704	N00037034	RepMarshall			rogermarshallmd			1960-08-09	Rep.Marshall@opencongress.org
Rep	Chris		Stewart			S001192	R	UT	2	1	M	202-225-9730	801-364-5551	http://stewart.house.gov		323 Cannon House Office Building	135930	H2UT02324	412581	N00033932	RepChrisStewart		http://youtube.com/repchrisstewart	RepChrisStewart			1960-07-15	Rep.Stewart@opencongress.org
Rep	Doug		LaMalfa			L000578	R	CA	1	1	M	202-225-3076	530-534-7800	http://lamalfa.house.gov		322 Cannon House Office Building	29713	H2CA02142	412510	N00033987	RepLaMalfa		http://youtube.com/RepLaMalfa	RepLaMalfa			1960-07-02	Rep.Lamalfa@opencongress.org
Rep	Adam	B.	Schiff			S001150	D	CA	28	1	M	202-225-4176	202-225-5828	http://schiff.house.gov		2372 Rayburn House Office Building	9489	H0CA27085	400361	N00009585	RepAdamSchiff	http://www.opencongress.org/wiki/Adam_Schiff	http://youtube.com/adamschiff	RepAdamSchiff			1960-06-22	Rep.Schiff@opencongress.org
Rep	Edward	Scott	Rigell		Scott	R000589	R	VA	2	0	M	202-225-4215	202-225-4218	http://rigell.house.gov	https://rigell.house.gov/contact/contactform.htm	418 Cannon House Office Building	121807	H0VA02084	412483	N00030962		http://www.opencongress.org/wiki/Scott_Rigell					1960-05-28	
Rep	Marshall		Sanford		Mark	S000051	R	SC	1	1	M	202-225-3176	843-521-2535	https://sanford.house.gov		2211 Rayburn House Office Building	21991	H4SC01073	400607	N00002424	RepSanfordSC		http://youtube.com/RepSanfordSC	RepSanfordSC			1960-05-28	Rep.Sanford@opencongress.org
Sen	Amy	Jean	Klobuchar			K000367	D	MN	Senior Seat	1	F	202-224-3244	202-228-2186	https://www.klobuchar.senate.gov	http://www.klobuchar.senate.gov/public/index.cfm/contact	302 Hart Senate Office Building	65092	S6MN00267	412242	N00027500		http://www.opencongress.org/wiki/Amy_Klobuchar	http://youtube.com/senatorklobuchar			I	1960-05-25	Sen.Klobuchar@opencongress.org
Rep	Charles	W.	Dent			D000604	R	PA	15	1	M	202-225-6411	202-226-0778	https://dent.house.gov		2082 Rayburn House Office Building	9121	H4PA15087	400648	N00026171	RepCharlieDent	http://www.opencongress.org/wiki/Charles_Dent	http://youtube.com/CongressmanDent	CongressmanDent			1960-05-24	Rep.Dent@opencongress.org
Sen	Dean		Heller			H001041	R	NV	Senior Seat	1	M	202-224-6244	202-228-6753	https://www.heller.senate.gov/public	http://www.heller.senate.gov/public/index.cfm/contact-form	324 Hart Senate Office Building	2291	H6NV02164	412218	N00027522	SenDeanHeller	http://www.opencongress.org/wiki/Dean_Heller	http://youtube.com/SenDeanHeller	SenDeanHeller		I	1960-05-10	Sen.Heller@opencongress.org
Rep	Jody		Hice			H001071	R	GA	10	1	M	202-225-4101	202-226-0776	https://hice.house.gov		324 Cannon House Office Building	122246	H0GA07125	412623	N00032243	congressmanhice			CongressmanJodyHice			1960-04-22	Rep.Hice@opencongress.org
Sen	Robert	P.	Casey	Jr.	Bob	C001070	D	PA	Senior Seat	1	M	202-224-6324	202-228-0604	https://www.casey.senate.gov	https://www.casey.senate.gov/contact/	393 Russell Senate Office Building	2541	S6PA00217	412246	N00027503	SenBobCasey	http://www.opencongress.org/wiki/Robert_Casey	http://youtube.com/SenatorBobCasey	SenatorBobCasey		I	1960-04-13	Sen.Casey@opencongress.org
Rep	Jim		Matheson			M001142	D	UT	4	0	M	202-225-3011	202-225-5638	http://matheson.house.gov	https://mathesonforms.house.gov/contact-form	2211 Rayburn House Office Building	50722	H0UT02096	400255	N00009753		http://www.opencongress.org/wiki/Jim_Matheson					1960-03-21	
Rep	Michael	R.	Turner			T000463	R	OH	10	1	M	202-225-6465	202-225-6754	https://turner.house.gov		2368 Rayburn House Office Building	45519	H2OH03067	400411	N00025175	RepMikeTurner	http://www.opencongress.org/wiki/Michael_Turner	http://youtube.com/CongressmanTurner	RepMikeTurner			1960-01-11	Rep.Turner@opencongress.org
Rep	Loretta	B.	Sanchez			S000030	D	CA	46	0	F	202-225-2965	202-225-5859	http://lorettasanchez.house.gov	https://lorettasanchez.house.gov/contact-me/email-me	1211 Longworth House Office Building	203	H6CA46033	400356	N00008274		http://www.opencongress.org/wiki/Loretta_Sanchez					1960-01-07	
Rep	Frank	D.	Lucas			L000491	R	OK	3	1	M	202-225-5565	202-225-8698	http://lucas.house.gov		2405 Rayburn House Office Building	27032	H4OK06056	400247	N00005559	RepFrankLucas	http://www.opencongress.org/wiki/Frank_Lucas	http://youtube.com/RepFrankLucas	RepFrankLucas			1960-01-06	Rep.Lucas@opencongress.org
Rep	Chip		Cravaack			C001086	R	MN	8	0	M	202-225-6211	202- 225-6211	http://cravaack.house.gov/		508 Cannon House Office Building	122953	H0MN08115	412441	N00031623		http://www.opencongress.org/wiki/Chip_Cravaack					1959-12-29	
Rep	Nan		Hayworth			H001054	R	NY	19	0	F	202-225-5441	202- 225-3289	http://hayworth.house.gov/		1440 Longworth House Office Building	127041	H0NY19139	412452	N00031124		http://www.opencongress.org/wiki/Nan_Hayworth					1959-12-14	
Rep	Rahm		Emanuel			E000287	D	IL	5	0	M			http://www.house.gov/emanuel			33530	H2IL05092	400120	N00024813		http://www.opencongress.org/wiki/Rahm_Emanuel					1959-11-29	
Rep	James	P.	McGovern		Jim	M000312	D	MA	2	1	M	202-225-6101	202-225-5759	http://mcgovern.house.gov		438 Cannon House Office Building	552	H4MA03022	400263	N00000179	RepMcGovern	http://www.opencongress.org/wiki/James_McGovern	http://youtube.com/repjimmcgovern	RepJimMcGovern			1959-11-20	Rep.Mcgovern@opencongress.org
Rep	Jo		Bonner			B001244	R	AL	1	0	M	202-225-4931	202-225-0562	http://bonner.house.gov	https://forms.house.gov/bonner/webforms/issue_subscribe.html	2236 Rayburn House Office Building	27522	H2AL01077	400038	N00025330		http://www.opencongress.org/wiki/Josiah_Bonner					1959-11-19	
Rep	David		Davis			D000606	R	TN	1	0	M			http://daviddavis.house.gov			753	H6TN01313	412235	N00008758		http://www.opencongress.org/wiki/David_Davis					1959-11-06	
Rep	Michelle		Lujan Grisham			L000580	D	NM	1	1	F	202-225-6316	202-225-4975	https://lujangrisham.house.gov		214 Cannon House Office Building	102404	H8NM01257	412558	N00029400	RepLujanGrisham		http://youtube.com/RepLujanGrisham	RepLujanGrisham			1959-10-24	Rep.Lujangrisham@opencongress.org
Rep	Dennis	A.	Ross			R000593	R	FL	15	1	M	202-225-1252	202-226-0585	http://dennisross.house.gov		436 Cannon House Office Building	12813	H0FL12101	412411	N00030645	RepDennisRoss	http://www.opencongress.org/wiki/Dennis_Ross	http://youtube.com/RepDennisRoss	dennis.ross.376			1959-10-18	Rep.Dennisross@opencongress.org
Rep	Bob		Inglis			I000023	R	SC	4	0	M			http://inglis.house.gov			27064	H2SC04022	400649	N00002460		http://www.opencongress.org/wiki/Robert_Inglis					1959-10-11	
Rep	Brian	M.	Higgins			H001038	D	NY	26	1	M	202-225-3306	202-226-0347	http://higgins.house.gov		2459 Rayburn House Office Building	23127	H4NY27076	400641	N00027060	RepBrianHiggins	http://www.opencongress.org/wiki/Brian_Higgins	http://youtube.com/CongressmanHiggins	RepBrianHiggins			1959-10-06	Rep.Higgins@opencongress.org
Rep	Eric	J. J.	Massa			M001173	D	NY	29	0	M			http://massa.house.gov			69120	H6NY29168	412299	N00027550		http://www.opencongress.org/wiki/Eric_Massa					1959-09-16	
Sen	Mark	Steven	Kirk			K000360	R	IL	Junior Seat	0	M	202-224-2854	202-228-4611	https://www.kirk.senate.gov	http://www.kirk.senate.gov/?p=comment_on_legislation	524 Hart Senate Office Building	33502	H0IL10120	400222	N00012539		http://www.opencongress.org/wiki/Mark_Kirk				III	1959-09-15	
Sen	Scott		Brown			B001268	R	MA	Junior Seat	0	M	202-224-4543		http://scottbrown.senate.gov	http://www.scottbrown.senate.gov/public/index.cfm/emailscottbrown	359 Dirksen Senate Office Building	18919	S0MA00109	412384	N00031174		http://www.opencongress.org/wiki/Scott_Brown				I	1959-09-12	
Rep	Ben		Chandler			C001058	D	KY	6	0	M	202-225-4706	202-225-2122	http://chandler.house.gov	https://forms.house.gov/wyr/welcome.shtml	1504 Longworth House Office Building	1891	H4KY06072	400442	N00026591		http://www.opencongress.org/wiki/Albert_Chandler					1959-09-12	
Rep	Elizabeth	H.	Esty			E000293	D	CT	5	1	F	202-225-4476	202-225-5933	https://esty.house.gov		221 Cannon House Office Building	72826	H2CT05131	412524	N00033217	RepEsty		http://youtube.com/RepEsty	RepEsty			1959-08-25	Rep.Esty@opencongress.org
Rep	John	H.	Adler			A000364	D	NJ	3	0	M			http://adler.house.gov			4171	H8NJ03156	412264	N00000812		http://www.opencongress.org/wiki/John_Adler					1959-08-23	
Rep	Rick		Berg			B001272	R	ND	0	0	M	202-225-2611	202-226-0893	http://berg.house.gov/		323 Cannon House Office Building	7693	H0ND00135	412458	N00031629		http://www.opencongress.org/wiki/Rick_Berg					1959-08-16	
Rep	Mark		Meadows			M001187	R	NC	11	1	M	202-225-6401	202-226-6422	https://meadows.house.gov		1024 Longworth House Office Building	136459	H2NC11080	412552	N00033631	RepMarkMeadows		http://youtube.com/RepMarkMeadows	Repmarkmeadows			1959-07-28	Rep.Meadows@opencongress.org
Rep	Glenn		Thompson			T000467	R	PA	5	1	M	202-225-5121	202-225-5796	http://thompson.house.gov		124 Cannon House Office Building	24046	H8PA05071	412317	N00029736	CongressmanGT	http://www.opencongress.org/wiki/Glenn_Thompson	http://youtube.com/CongressmanGT	CongressmanGT			1959-07-27	Rep.Thompson@opencongress.org
Rep	Scott		Garrett			G000548	R	NJ	5	0	M	202-225-4465	202-225-9048	http://garrett.house.gov	https://garrettforms.house.gov/forms/writeyourrep/?zip5=07452&zip4=3321	2232 Rayburn House Office Building	4430	H8NJ05052	400145	N00000743		http://www.opencongress.org/wiki/E._Scott_Garrett					1959-07-09	
Rep	Barbara		Comstock			C001105	R	VA	10	1	F	202-225-5136	202-225-0437	https://comstock.house.gov		229 Cannon House Office Building	112252	H4VA10089	412658	N00036023	RepComstock			RepBarbaraComstock			1959-06-30	Rep.Comstock@opencongress.org
Rep	Jeff		Miller			M001144	R	FL	1	0	M	202-225-4136	202-225-3414	http://jeffmiller.house.gov	https://jeffmiller.house.gov/contact/contactform.htm	336 Cannon House Office Building	17276	H2FL01100	400279	N00013846		http://www.opencongress.org/wiki/Jeff_Miller					1959-06-27	
Rep	Michael	A.	Arcuri			A000363	D	NY	24	0	M			http://arcuri.house.gov			67657	H6NY24128	412224	N00027890		http://www.opencongress.org/wiki/Michael_Arcuri					1959-06-11	
Rep	Mike		Pence			P000587	R	IN	6	0	M	202-225-3021	202-225-3382	http://mikepence.house.gov	https://forms.house.gov/pence/IMA/contact_form.htm	100 Cannon House Office Building	34024	H8IN02060	400315	N00003765		http://www.opencongress.org/wiki/Mike_Pence					1959-06-07	
Com	Pedro	R.	Pierluisi			P000596	D	PR	0	0	M	202-225-2615	202-225-2154	http://pierluisi.house.gov	https://pierluisi.house.gov/contact/email-me	2410 Rayburn House Office Building	110894	H8PR00062	412306	N00029168		http://www.opencongress.org/wiki/Pedro_Pierluisi					1959-04-26	
Rep	Dennis	A.	Cardoza			C001050	D	CA	18	0	M	202-225-6131	202-225-0819	http://www.house.gov/cardoza	https://forms.house.gov/wyr/welcome.shtml	2437 Rayburn House Office Building	9680	H2CA18056	400065	N00024874		http://www.opencongress.org/wiki/Dennis_Cardoza					1959-03-31	
Rep	Christopher	P.	Carney			C001065	D	PA	10	0	M			http://carney.house.gov			60032	H6PA10109	412234	N00027703		http://www.opencongress.org/wiki/Christopher_Carney					1959-03-02	
Rep	Ken		Buck			B001297	R	CO	4	1	M	202-225-4676	202-225-5870	https://buck.house.gov		1130 Longworth House Office Building	125319	S0CO00237	412619	N00030829	RepKenBuck			repkenbuck			1959-02-16	Rep.Buck@opencongress.org
Rep	Robert	J.	Wittman			W000804	R	VA	1	1	M	202-225-4261	202-225-4382	http://wittman.house.gov		2055 Rayburn House Office Building	58133	H8VA01147	412255	N00029459	RobWittman	http://www.opencongress.org/wiki/Robert_Wittman	http://youtube.com/RobWittman	RepRobWittman			1959-02-03	Rep.Wittman@opencongress.org
Sen	Chris		Van Hollen	Jr.		V000128	D	MD	Junior Seat	1	M	202-224-4654	202-225-0375	https://www.vanhollen.senate.gov	https://www.vanhollen.senate.gov/content/contact-senator	110 Hart Senate Office Building	6098	H2MD08126	400415	N00013820	ChrisVanHollen	http://www.opencongress.org/wiki/Christopher_Van_Hollen	http://youtube.com/RepChrisVanHollen	chrisvanhollen		III	1959-01-10	Sen.Vanhollen@opencongress.org
Rep	Donald	M.	Payne	Jr.		P000604	D	NJ	10	1	M	202-225-3436	202-225-4160	http://payne.house.gov		132 Cannon House Office Building	90668	H2NJ10154	412506	N00034639	RepDonaldPayne			DonaldPayneJr			1958-12-17	Rep.Payne@opencongress.org
Rep	Donald	W.	Norcross			N000188	D	NJ	1	1	M	202-225-6501	202-225-6583	https://norcross.house.gov		1531 Longworth House Office Building	116277	H4NJ01084	412606	N00036154	DonaldNorcross			DonaldNorcrossNJ			1958-12-13	Rep.Norcross@opencongress.org
Rep	James	B.	Renacci			R000586	R	OH	16	1	M	202-225-3876	202-225-3059	https://renacci.house.gov		328 Cannon House Office Building	120678	H0OH16097	412462	N00031127	RepJimRenacci	http://www.opencongress.org/wiki/Jim_Renacci	http://youtube.com/repjimrenacci	repjimrenacci			1958-12-03	Rep.Renacci@opencongress.org
Sen	Gary	C.	Peters			P000595	D	MI	Junior Seat	1	M	202-224-6221	202-226-2356	https://www.peters.senate.gov	https://www.peters.senate.gov/contact/email-gary	724 Hart Senate Office Building	8749	H8MI09068	412305	N00029277	SenGaryPeters	http://www.opencongress.org/wiki/Gary_Peters	http://youtube.com/RepGaryPeters	SenGaryPeters		II	1958-12-01	Sen.Peters@opencongress.org
Rep	Stephen	E.	Buyer		Steve	B001203	R	IN	4	0	M			http://stevebuyer.house.gov			26854	H2IN05025	400056	N00003924		http://www.opencongress.org/wiki/Stephen_Buyer					1958-11-26	
Rep	Paul	A.	Gosar			G000565	R	AZ	4	1	M	202-225-2315	202-226-9739	http://gosar.house.gov		2057 Rayburn House Office Building	123491	H0AZ01259	412397	N00030771	RepGosar	http://www.opencongress.org/wiki/Paul_Gosar	http://youtube.com/repgosar	repgosar			1958-11-22	Rep.Gosar@opencongress.org
Rep	Andy		Biggs			B001302	R	AZ	5	1	M	202-225-2635		https://biggs.house.gov		1626 Longworth House Office Building	28088	H6AZ05083	412683	N00039293	RepAndyBiggsAZ			RepAndyBiggs			1958-11-07	Rep.Biggs@opencongress.org
Rep	Geoff		Davis			D000603	R	KY	4	0	M	202-225-3465	202-225-0003	http://geoffdavis.house.gov	http://geoffdavis.house.gov/Contact.aspx	1119 Longworth House Office Building	35212	H2KY04071	400633	N00024862		http://www.opencongress.org/wiki/Geoff_Davis					1958-10-26	
Rep	Mike		Quigley			Q000023	D	IL	5	1	M	202-225-4061	202-225-5603	https://quigley.house.gov		2458 Rayburn House Office Building	83310	H0IL05096	412331	N00030581	RepMikeQuigley	http://www.opencongress.org/wiki/Michael_Quigley	http://youtube.com/RepMikeQuigley	repmikequigley			1958-10-17	Rep.Quigley@opencongress.org
Sen	Maria		Cantwell			C000127	D	WA	Junior Seat	1	F	202-224-3441	202-228-0514	https://www.cantwell.senate.gov	http://www.cantwell.senate.gov/public/index.cfm/email-maria	511 Hart Senate Office Building	27122	S8WA00194	300018	N00007836	SenatorCantwell	http://www.opencongress.org/wiki/Maria_Cantwell	http://youtube.com/SenatorCantwell	senatorcantwell		I	1958-10-13	Sen.Cantwell@opencongress.org
